title,movieId,rating,class
Superbad (2007),54503,3.7386363636363638,средний рейтинг
"Joy Luck Club, The (1993)",1678,3.738095238095238,средний рейтинг
Manhattan Murder Mystery (1993),492,3.738095238095238,средний рейтинг
Corpse Bride (2005),37729,3.738095238095238,средний рейтинг
Pi (1998),1921,3.7375,средний рейтинг
"Rock, The (1996)",733,3.737037037037037,средний рейтинг
Down by Law (1986),1273,3.736842105263158,средний рейтинг
Rosemary's Baby (1968),2160,3.736111111111111,средний рейтинг
Do the Right Thing (1989),3424,3.734375,средний рейтинг
Children of a Lesser God (1986),2312,3.7333333333333334,средний рейтинг
Blow-Up (Blowup) (1966),3788,3.7333333333333334,средний рейтинг
Cheech and Chong's Up in Smoke (1978),1194,3.7333333333333334,средний рейтинг
Creepshow (1982),3016,3.7333333333333334,средний рейтинг
Enchanted (2007),56152,3.7333333333333334,средний рейтинг
Elizabeth (1998),2336,3.7291666666666665,средний рейтинг
Equilibrium (2002),5903,3.7285714285714286,средний рейтинг
Contact (1997),1584,3.7282608695652173,средний рейтинг
You Only Live Twice (1967),7569,3.727272727272727,средний рейтинг
"Illusionist, The (2006)",47610,3.727272727272727,средний рейтинг
"Exorcist, The (1973)",1997,3.7265625,средний рейтинг
Ghost Dog: The Way of the Samurai (1999),3328,3.725,средний рейтинг
Ruthless People (1986),2463,3.725,средний рейтинг
Pride & Prejudice (2005),40629,3.725,средний рейтинг
Black Hawk Down (2001),5010,3.7244897959183674,средний рейтинг
Poltergeist (1982),1994,3.723684210526316,средний рейтинг
Before Sunrise (1995),215,3.7222222222222223,средний рейтинг
As Good as It Gets (1997),1784,3.7222222222222223,средний рейтинг
"Dreamlife of Angels, The (Vie rêvée des anges, La) (1998)",2575,3.7222222222222223,средний рейтинг
In Good Company (2004),30822,3.7222222222222223,средний рейтинг
"Man Who Knew Too Much, The (1956)",2183,3.7222222222222223,средний рейтинг
"Blue Angel, The (Blaue Engel, Der) (1930)",4970,3.7222222222222223,средний рейтинг
Blink (1994),422,3.7222222222222223,средний рейтинг
Layer Cake (2004),27831,3.7222222222222223,средний рейтинг
Mission: Impossible - Ghost Protocol (2011),91630,3.7222222222222223,средний рейтинг
Easy Rider (1969),3168,3.72,средний рейтинг
Gone Girl (2014),112556,3.72,средний рейтинг
Despicable Me (2010),79091,3.71875,средний рейтинг
Dances with Wolves (1990),590,3.717821782178218,средний рейтинг
"Bronx Tale, A (1993)",428,3.717391304347826,средний рейтинг
Goldfinger (1964),2947,3.7169811320754715,средний рейтинг
Welcome to the Dollhouse (1995),562,3.716666666666667,средний рейтинг
Little Women (1994),261,3.715686274509804,средний рейтинг
"Mystery, Alaska (1999)",2889,3.7142857142857144,средний рейтинг
Rango (2011),84944,3.7142857142857144,средний рейтинг
"Paper Chase, The (1973)",3733,3.7142857142857144,средний рейтинг
Gallipoli (1981),5747,3.7142857142857144,средний рейтинг
"Secret in Their Eyes, The (El secreto de sus ojos) (2009)",71033,3.7142857142857144,средний рейтинг
Lucas (1986),3480,3.7142857142857144,средний рейтинг
Memphis Belle (1990),8493,3.7142857142857144,средний рейтинг
Topsy-Turvy (1999),3163,3.7142857142857144,средний рейтинг
"Queen Margot (Reine Margot, La) (1994)",302,3.7142857142857144,средний рейтинг
Flirting With Disaster (1996),125,3.7142857142857144,средний рейтинг
"Eyes Without a Face (Yeux sans visage, Les) (1959)",841,3.7142857142857144,средний рейтинг
Black Mirror (2011),94466,3.7142857142857144,средний рейтинг
"Good bye, Lenin! (2003)",7323,3.7142857142857144,средний рейтинг
Collateral (2004),8798,3.7125,средний рейтинг
Moonrise Kingdom (2012),94959,3.7115384615384617,средний рейтинг
Eastern Promises (2007),55118,3.710526315789474,средний рейтинг
Billy Elliot (2000),3967,3.7093023255813953,средний рейтинг
"Ninth Gate, The (1999)",3355,3.7083333333333335,средний рейтинг
"Shop Around the Corner, The (1940)",3097,3.7083333333333335,средний рейтинг
Jurassic Park (1993),480,3.7062043795620436,средний рейтинг
Mulholland Drive (2001),4848,3.7051282051282053,средний рейтинг
Whale Rider (2002),6385,3.7045454545454546,средний рейтинг
Scarface (1983),4262,3.704081632653061,средний рейтинг
WALL·E (2008),60069,3.7039473684210527,средний рейтинг
Dumbo (1941),1029,3.7023809523809526,средний рейтинг
Swimming Pool (2003),6538,3.7,средний рейтинг
Riding in Cars with Boys (2001),4867,3.7,средний рейтинг
10 Cloverfield Lane (2016),152077,3.7,средний рейтинг
Dolores Claiborne (1995),230,3.7,средний рейтинг
Trainwreck (2015),134393,3.7,средний рейтинг
Stripes (1981),1663,3.7,средний рейтинг
4 Little Girls (1997),4217,3.7,средний рейтинг
Fried Green Tomatoes (1991),1271,3.7,средний рейтинг
Kiss of Death (1995),259,3.7,средний рейтинг
Million Dollar Baby (2004),30707,3.7,средний рейтинг
Song of the South (1946),2099,3.7,средний рейтинг
"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",1900,3.7,средний рейтинг
Lost Highway (1997),1464,3.7,средний рейтинг
Sleeping Beauty (1959),2096,3.7,средний рейтинг
Begin Again (2013),111622,3.7,средний рейтинг
"Dead Zone, The (1983)",2118,3.7,средний рейтинг
Mud (2012),102194,3.7,средний рейтинг
Auto Focus (2002),5680,3.7,средний рейтинг
One True Thing (1998),2272,3.7,средний рейтинг
Show Me Love (Fucking Åmål) (1998),7034,3.7,средний рейтинг
"They Shoot Horses, Don't They? (1969)",3011,3.7,средний рейтинг
Tampopo (1985),3819,3.7,средний рейтинг
Mother (1996),1414,3.7,средний рейтинг
Nowhere in Africa (Nirgendwo in Afrika) (2001),6216,3.7,средний рейтинг
Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991),2879,3.7,средний рейтинг
Spy (2015),134368,3.7,средний рейтинг
"Gods Must Be Crazy II, The (1989)",2151,3.7,средний рейтинг
Suspicion (1941),2206,3.7,средний рейтинг
Jerry Maguire (1996),1393,3.69811320754717,средний рейтинг
"Jerk, The (1979)",2109,3.696078431372549,средний рейтинг
Jackie Brown (1997),1729,3.692982456140351,средний рейтинг
Magnolia (1999),3160,3.692982456140351,средний рейтинг
50/50 (2011),89864,3.6923076923076925,средний рейтинг
L.A. Story (1991),2108,3.6923076923076925,средний рейтинг
Pacific Heights (1990),3219,3.6923076923076925,средний рейтинг
Sliding Doors (1998),1680,3.6923076923076925,средний рейтинг
Ninotchka (1939),936,3.6923076923076925,средний рейтинг
...And Justice for All (1979),3420,3.6923076923076925,средний рейтинг
Mr. Holland's Opus (1995),62,3.689655172413793,средний рейтинг
Enemy at the Gates (2001),4223,3.689189189189189,средний рейтинг
"American President, The (1995)",11,3.6890243902439024,средний рейтинг
Return to Paradise (1998),2166,3.6875,средний рейтинг
Repo Man (1984),1965,3.6875,средний рейтинг
"Pink Panther Strikes Again, The (1976)",6663,3.6875,средний рейтинг
Jin Roh: The Wolf Brigade (Jin-Rô) (1998),8157,3.6875,средний рейтинг
Lolita (1962),2729,3.6875,средний рейтинг
"Trouble with Harry, The (1955)",2184,3.6875,средний рейтинг
Munich (2005),41997,3.6875,средний рейтинг
Witness for the Prosecution (1957),5008,3.6875,средний рейтинг
"Dark Knight Rises, The (2012)",91529,3.6875,средний рейтинг
"Last Starfighter, The (1984)",8633,3.6875,средний рейтинг
"Little Princess, The (1939)",917,3.6875,средний рейтинг
Syriana (2005),40583,3.6875,средний рейтинг
"Bear, The (Ours, L') (1988)",3412,3.6875,средний рейтинг
Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001),6283,3.6875,средний рейтинг
"Candidate, The (1972)",1082,3.6875,средний рейтинг
Shaolin Soccer (Siu lam juk kau) (2001),6618,3.6875,средний рейтинг
Gilda (1946),2940,3.6875,средний рейтинг
Minority Report (2002),5445,3.6869565217391305,средний рейтинг
Lady and the Tramp (1955),2080,3.6862745098039214,средний рейтинг
Four Weddings and a Funeral (1994),357,3.6844262295081966,средний рейтинг
The Machinist (2004),8950,3.6842105263157894,средний рейтинг
National Lampoon's Vacation (1983),2795,3.683333333333333,средний рейтинг
"Way We Were, The (1973)",3194,3.6818181818181817,средний рейтинг
Silver Linings Playbook (2012),97921,3.6818181818181817,средний рейтинг
17 Again (2009),68135,3.6818181818181817,средний рейтинг
Anastasia (1997),1688,3.6818181818181817,средний рейтинг
My Man Godfrey (1936),947,3.6818181818181817,средний рейтинг
"Cutting Edge, The (1992)",3270,3.6818181818181817,средний рейтинг
"Little Mermaid, The (1989)",2081,3.6794871794871793,средний рейтинг
"Crazy, Stupid, Love. (2011)",88163,3.6785714285714284,средний рейтинг
Planet Terror (2007),54995,3.6785714285714284,средний рейтинг
Gattaca (1997),1653,3.6785714285714284,средний рейтинг
"Rescuers, The (1977)",2090,3.6785714285714284,средний рейтинг
"Dark Crystal, The (1982)",2140,3.6785714285714284,средний рейтинг
"Fly, The (1958)",2454,3.6785714285714284,средний рейтинг
Buffalo '66 (a.k.a. Buffalo 66) (1998),1916,3.6785714285714284,средний рейтинг
Easy A (2010),80549,3.6785714285714284,средний рейтинг
"Fifth Element, The (1997)",1527,3.6779661016949152,средний рейтинг
Lord of War (2005),36529,3.6774193548387095,средний рейтинг
"Animatrix, The (2003)",27660,3.676470588235294,средний рейтинг
"Maria Full of Grace (Maria, Llena eres de gracia) (2004)",8645,3.676470588235294,средний рейтинг
Dark City (1998),1748,3.676470588235294,средний рейтинг
"Goonies, The (1985)",2005,3.676470588235294,средний рейтинг
Beverly Hills Cop (1984),4085,3.676470588235294,средний рейтинг
Carrie (1976),1345,3.675675675675676,средний рейтинг
Aladdin (1992),588,3.6744186046511627,средний рейтинг
Fatal Attraction (1987),3101,3.673469387755102,средний рейтинг
"Pan's Labyrinth (Laberinto del fauno, El) (2006)",48394,3.673076923076923,средний рейтинг
"Motorcycle Diaries, The (Diarios de motocicleta) (2004)",8873,3.673076923076923,средний рейтинг
Victor/Victoria (1982),1081,3.6724137931034484,средний рейтинг
Carlito's Way (1993),431,3.671875,средний рейтинг
Gangs of New York (2002),5956,3.6714285714285713,средний рейтинг
